"regulation_code","regulation_name","regulation_short_name","comtrade_primary_code","commodity_short_name","hs_4d_code","hs_4d_name","hs_6d_code","hs_6d_name","fao_code","fao_name","bp","fao_parent_code","fao_primary_code","in_mapping_table","match"
"48","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Paper",,"Wood","4819","Cartons, boxes, cases, bags and the like, of paper, paperboard, cellulose wadding or fibres; box files, letter trays and the like, of paper or paperboard, of a kind used in offices, shops or the like","481930","Paper and paperboard; sacks and bags of paper, paperboard, cellulose wadding or fibres, having a base of a width of 40cm or more","1876","Paper and paperboard",,,,,
"48","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Paper",,"Wood","4819","Cartons, boxes, cases, bags and the like, of paper, paperboard, cellulose wadding or fibres; box files, letter trays and the like, of paper or paperboard, of a kind used in offices, shops or the like","481940","Paper and paperboard; sacks and bags, including cones, of paper, paperboard, cellulose wadding or fibres, having a base width less than 40cm","1876","Paper and paperboard",,,,,
"48","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Paper",,"Wood","4819","Cartons, boxes, cases, bags and the like, of paper, paperboard, cellulose wadding or fibres; box files, letter trays and the like, of paper or paperboard, of a kind used in offices, shops or the like","481950","Paper and paperboard; packing containers, including record sleeves, of paper, paperboard, cellulose wadding or fibres, n.e.c. in heading no. 4819","1876","Paper and paperboard",,,,,
"48","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Paper",,"Wood","4819","Cartons, boxes, cases, bags and the like, of paper, paperboard, cellulose wadding or fibres; box files, letter trays and the like, of paper or paperboard, of a kind used in offices, shops or the like","481960","Paper and paperboard; box files, letter trays, storage boxes and similar articles, used in offices, shops or the like of paper, paperboard, cellulose wadding or webs of cellulose fibres","1876","Paper and paperboard",,,,,
"48","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Paper",,"Wood","4820","Registers, account books, diaries and similar; albums for samples or collections, of paper or paperboard","482010","Paper and paperboard; registers, account books, note books, order books, receipt books, letter pads, memorandum pads, diaries and similar articles","1876","Paper and paperboard",,,,,
"48","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Paper",,"Wood","4820","Registers, account books, diaries and similar; albums for samples or collections, of paper or paperboard","482020","Paper and paperboard; exercise books","1876","Paper and paperboard",,,,,
"48","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Paper",,"Wood","4820","Registers, account books, diaries and similar; albums for samples or collections, of paper or paperboard","482030","Paper and paperboard; binders, folders and file covers","1876","Paper and paperboard",,,,,
"48","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Paper",,"Wood","4820","Registers, account books, diaries and similar; albums for samples or collections, of paper or paperboard","482040","Paper and paperboard; manifold business forms and interleaved carbon sets","1876","Paper and paperboard",,,,,
"48","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Paper",,"Wood","4820","Registers, account books, diaries and similar; albums for samples or collections, of paper or paperboard","482050","Paper and paperboard; albums for samples or for collections","1876","Paper and paperboard",,,,,
"48","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Paper",,"Wood","4820","Registers, account books, diaries and similar; albums for samples or collections, of paper or paperboard","482090","Paper or paperboard; stationery n.e.c. in heading no. 4820","1876","Paper and paperboard",,,,,
"48","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Paper",,"Wood","4821","Paper or paperboard labels of all kinds, whether or not printed","482110","Paper and paperboard; labels or all kinds, printed","1876","Paper and paperboard",,,,,
"48","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Paper",,"Wood","4821","Paper or paperboard labels of all kinds, whether or not printed","482190","Paper and paperboard; labels of all kinds, unprinted","1876","Paper and paperboard",,,,,
"48","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Paper",,"Wood","4822","Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard (whether or not perforated or hardened)","482210","Paper pulp, paper or paperboard; bobbins, spools, cops and similar supports, of a kind used for winding textile yarn (whether or not perforated or hardened)","1876","Paper and paperboard",,,,,
"48","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Paper",,"Wood","4822","Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard (whether or not perforated or hardened)","482290","Paper pulp, paper or paperboard; bobbins, spools, cops and similar supports, other than of a kind used for winding textile yarn (whether or not perforated or hardened)","1876","Paper and paperboard",,,,,
"48","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Paper",,"Wood","4823","Paper, paperboard, cellulose wadding and webs of cellulose fibres; cut to size or shape, articles of paper pulp, paper and paper-board, cellulose wadding or webs of cellulose fibres, n.e.c. in chapter 48","482311","Paper and paperboard; self-adhesive paper, in strips or rolls","1876","Paper and paperboard",,,,,
"48","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Paper",,"Wood","4823","Paper, paperboard, cellulose wadding and webs of cellulose fibres; cut to size or shape, articles of paper pulp, paper and paper-board, cellulose wadding or webs of cellulose fibres, n.e.c. in chapter 48","482312","Paper and paperboard; self-adhesive paper, in strips or rolls","1876","Paper and paperboard",,,,,
"48","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Paper",,"Wood","4823","Paper, paperboard, cellulose wadding and webs of cellulose fibres; cut to size or shape, articles of paper pulp, paper and paper-board, cellulose wadding or webs of cellulose fibres, n.e.c. in chapter 48","482319","Paper and paperboard; gummed or adhesive paper, in strips or rolls, other than self-adhesive paper","1876","Paper and paperboard",,,,,
"48","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Paper",,"Wood","4823","Paper, paperboard, cellulose wadding and webs of cellulose fibres; cut to size or shape, articles of paper pulp, paper and paper-board, cellulose wadding or webs of cellulose fibres, n.e.c. in chapter 48","482320","Paper and paperboard; filter paper and paperboard","1876","Paper and paperboard",,,,,
"48","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Paper",,"Wood","4823","Paper, paperboard, cellulose wadding and webs of cellulose fibres; cut to size or shape, articles of paper pulp, paper and paper-board, cellulose wadding or webs of cellulose fibres, n.e.c. in chapter 48","482330","Paper and paperboard; cards, not punched, for punch card machines, whether or not in strips","1876","Paper and paperboard",,,,,
"48","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Paper",,"Wood","4823","Paper, paperboard, cellulose wadding and webs of cellulose fibres; cut to size or shape, articles of paper pulp, paper and paper-board, cellulose wadding or webs of cellulose fibres, n.e.c. in chapter 48","482340","Paper and paperboard; rolls, sheets and dials, printed for self-recording apparatus","1876","Paper and paperboard",,,,,
